,id,description,universe,keyword,unkeyed,edition_type,edition
165,B01002F,Median Age by Sex (Some Other Race Alone),People who are Some Other Race alone,population,median age race other alone) by (some sex,acs5,2024-10-01
166,B12007G,Median Age at First Marriage (Two or More Races),Two or more races population 15 to 54 years,marital status,median or more age marriage at first races) (two,acs5,2024-10-01
167,B12007F,Median Age at First Marriage (Some Other Race Alone),Some other race alone population 15 to 54 years,marital status,median age marriage race other alone) (some at first,acs5,2024-10-01
168,B12007E,Median Age at First Marriage (Native Hawaiian and Other Pacific Islander Alone),Native Hawaiian and Other Pacific Islander alone population 15 to 54 years,marital status,median hawaiian and age marriage pacific other alone) islander at first (native,acs5,2024-10-01
169,B01002A,Median Age by Sex (White Alone),People who are White alone,population,(white median age alone) by sex,acs5,2024-10-01
170,B12007D,Median Age at First Marriage (Asian Alone),Asian alone population 15 to 54 years,marital status,median (asian age marriage alone) at first,acs5,2024-10-01
171,B01002B,Median Age by Sex (Black or African American Alone),People who are Black or African American alone,population,median or (black american african age alone) by sex,acs5,2024-10-01
172,B18135,Age by Disability Status by Health Insurance Coverage Status,Civilian noninstitutionalized population,disability status,insurance status health age by disability coverage,acs5,2024-10-01
173,B25032I,Units in Structure (Hispanic or Latino Householder),Occupied housing units with a householder who is Hispanic or Latino,housing,in or structure (hispanic latino householder) unit,acs5,2024-10-01
174,B25032H,"Units in Structure (White Alone, Not Hispanic or Latino Householder)","Occupied housing units with a householder who is White alone, not Hispanic or Latino",housing,"in (white or structure latino not hispanic householder) alone, unit",acs5,2024-10-01
175,B25032G,Units in Structure (Two or More Races Householder),Occupied housing units with a householder who is Two or More Races,housing,in more or structure race householder) (two unit,acs5,2024-10-01
176,B25032F,Units in Structure (Some Other Race Alone Householder),Occupied housing units with a householder who is Some Other Race alone,housing,in alone structure race other (some householder) unit,acs5,2024-10-01
177,B06003PR,Place of Birth by Sex in Puerto Rico,Total population in Puerto Rico,place of birth,rico in place of puerto by sex birth,acs5,2024-10-01
178,B07013,Geographical Mobility in the Past Year by Tenure for Current Residence in the United States,Population 1 year and over in households in the United States,geographical mobility,current in the residence mobility geographical past year tenure for by state united,acs5,2024-10-01
179,B08103,Median Age by Means of Transportation to Work,Workers 16 years and over,work,median of mean age transportation work by to,acs5,2024-10-01
180,B25032E,Units in Structure (Native Hawaiian and Other Pacific Islander Alone Householder),Occupied housing units with a householder who is Native Hawaiian and Other Pacific Islander alone,housing,in alone structure hawaiian and pacific other islander householder) (native unit,acs5,2024-10-01
181,B07012,Geographical Mobility in the Past Year by Poverty Status in the Past 12 Months for Current Residence in the United States,Population 1 year and over in the United States for whom poverty status is determined,geographical mobility,current in the residence mobility geographical past year status 12 for by state month united poverty,acs5,2024-10-01
182,B25032D,Units in Structure (Asian Alone Householder),Occupied housing units with a householder who is Asian alone,housing,in alone structure (asian householder) unit,acs5,2024-10-01
183,B08101,Means of Transportation to Work by Age,Workers 16 years and over,work,mean of age transportation work by to,acs5,2024-10-01
184,B25032C,Units in Structure (American Indian and Alaska Native Alone Householder),Occupied housing units with a householder who is American Indian and Alaska Native alone,housing,in alaska alone (american structure and indian native householder) unit,acs5,2024-10-01
185,B25032B,Units in Structure (Black or African American Alone Householder),Occupied housing units with a householder who is Black or African American alone,housing,in alone or structure (black american african householder) unit,acs5,2024-10-01
186,B25032A,Units in Structure (White Alone Householder),Occupied housing units with a householder who is White alone,housing,in alone (white structure householder) unit,acs5,2024-10-01
187,B07011,Median Income in the Past 12 Months (in 2022 Inflation&#8211;Adjusted Dollars) by Geographical Mobility in the Past Year for Current Residence in the United States,Population 15 years and over in the United States with income,geographical mobility,current in residence past year 2022 by united the median (in mobility geographical dollars) 12 for month inflation-adjusted state income,acs5,2024-10-01
188,B07010,Geographical Mobility in the Past Year by Individual Income in the Past 12 Months (in 2022 Inflation&#8211;Adjusted Dollars) for Current Residence in the United States,Population 15 years and over in the United States,geographical mobility,current in residence past year by 2022 united the (in mobility geographical dollars) 12 for month individual inflation-adjusted state income,acs5,2024-10-01
189,B99052PR,Allocation of Year of Entry for Population Born Outside Puerto Rico,Population born outside Puerto Rico,allocation,population entry year of born puerto outside for allocation rico,acs5,2024-10-01
190,B19216,Aggregate Nonfamily Household Income in the Past 12 Months (in 2022 Inflation&#8211;Adjusted Dollars) by Sex of Householder by Living Alone by Age of Householder,Nonfamily households,household income,aggregate in household past age 2022 by the of sex (in dollars) 12 month living nonfamily alone inflation-adjusted householder income,acs5,2024-10-01
191,B19215,Median Nonfamily Household Income in the Past 12 Months (in 2022 Inflation&#8211;Adjusted Dollars) by Sex of Householder by Living Alone by Age of Householder,Nonfamily households,household income,in household past age 2022 by the of sex median (in dollars) 12 month living nonfamily alone inflation-adjusted householder income,acs5,2024-10-01
192,B19214,Aggregate Nonfamily Household Income in the Past 12 Months (in 2022 Inflation&#8211;Adjusted Dollars),Nonfamily households,household income,aggregate in nonfamily household the inflation-adjusted (in past dollars) 12 2022 month income,acs5,2024-10-01
193,B06004FPR,Place of Birth (Some Other Race Alone) in Puerto Rico,Some other race population in Puerto Rico,place of birth,rico in place of puerto race other alone) (some birth,acs5,2024-10-01
194,B11001B,Household Type (Including Living Alone) (Black or African American Alone),Households with a householder who is Black or African American alone,households,household or (black american african (including type alone) living,acs5,2024-10-01
195,B11001A,Household Type (Including Living Alone) (White Alone),Households with a householder who is White alone,households,household (white (including type alone) living,acs5,2024-10-01
196,B11001D,Household Type (Including Living Alone) (Asian Alone),Households with a householder who is Asian alone,households,household (including (asian type alone) living,acs5,2024-10-01
197,B11001C,Household Type (Including Living Alone) (American Indian and Alaska Native Alone),Households with a householder who is American Indian and Alaska Native alone,households,household alaska (american and (including type alone) indian native living,acs5,2024-10-01
198,B11001F,Household Type (Including Living Alone) (Some Other Race Alone),Households with a householder who is Some Other Race alone,households,household (including type race alone) other (some living,acs5,2024-10-01
199,B11001E,Household Type (Including Living Alone) (Native Hawaiian and Other Pacific Islander Alone),Households with a householder who is Native Hawaiian and Other Pacific Islander alone,households,household hawaiian and (including type pacific alone) other islander (native living,acs5,2024-10-01
200,B11001H,"Household Type (Including Living Alone) (White Alone, Not Hispanic or Latino)","Households with a householder who is White alone, not Hispanic or Latino",households,"household (white or latino) (including type not alone) hispanic alone, living",acs5,2024-10-01
201,B11001G,Household Type (Including Living Alone) (Two or More Races),Households with a householder who is Two or More Races,households,household more or (including type alone) races) (two living,acs5,2024-10-01
202,B11001I,Household Type (Including Living Alone) (Hispanic or Latino),Households with a householder who is Hispanic or Latino,households,household or latino) (hispanic (including type alone) living,acs5,2024-10-01
